User_ID,Post_ID,Interaction_Type,Interaction_Timestamp,Post_Timestamp,Post_Content
user_768,post_3167,seen,2023-07-07 00:36:30.190667,2023-08-25 00:36:29.934339,This is a post about politics
user_5,post_785,like,2023-12-27 00:36:30.083462,2023-09-21 00:36:29.909872,This is a post about politics
user_212,post_785,comment,2024-06-21 00:36:30.115490,2023-09-21 00:36:29.909872,This is a post about politics
user_5,post_8647,like,2023-08-28 00:36:30.083462,2024-06-07 00:36:30.002120,This is a post about technology
user_938,post_8647,like,2023-11-20 00:36:30.214708,2024-06-07 00:36:30.002120,This is a post about technology
user_5,post_4575,like,2024-02-07 00:36:30.083462,2023-09-28 00:36:29.955107,This is a post about science
user_909,post_4575,share,2023-08-12 00:36:30.211488,2023-09-28 00:36:29.955107,This is a post about science
user_5,post_9937,like,2024-01-24 00:36:30.083462,2024-05-24 00:36:30.014298,This is a post about entertainment
user_5,post_890,seen,2023-12-11 00:36:30.083462,2024-04-03 00:36:29.910873,This is a post about entertainment
user_5,post_2903,comment,2023-09-12 00:36:30.083462,2023-07-10 00:36:29.931338,This is a post about politics
user_10,post_2903,share,2023-12-10 00:36:30.084462,2023-07-10 00:36:29.931338,This is a post about politics
user_5,post_7263,seen,2023-08-20 00:36:30.083462,2023-11-14 00:36:29.979253,This is a post about technology
user_5,post_2353,like,2023-12-31 00:36:30.083462,2023-09-23 00:36:29.923331,This is a post about entertainment
user_10,post_2353,like,2023-08-04 00:36:30.084462,2023-09-23 00:36:29.923331,This is a post about entertainment
user_237,post_2353,seen,2024-03-20 00:36:30.118512,2023-09-23 00:36:29.923331,This is a post about entertainment
user_5,post_3612,share,2024-02-19 00:36:30.083462,2024-05-20 00:36:29.939427,This is a post about politics
user_6,post_8114,seen,2023-11-23 00:36:30.083462,2024-03-30 00:36:29.986258,This is a post about science
user_7,post_4612,seen,2024-04-14 00:36:30.083462,2023-07-09 00:36:29.955107,This is a post about entertainment
user_319,post_4612,comment,2023-07-27 00:36:30.132522,2023-07-09 00:36:29.955107,This is a post about entertainment
user_7,post_953,seen,2024-04-26 00:36:30.083462,2023-10-13 00:36:29.911874,This is a post about technology
user_322,post_953,like,2024-06-17 00:36:30.133523,2023-10-13 00:36:29.911874,This is a post about technology
user_724,post_953,comment,2024-02-29 00:36:30.184528,2023-10-13 00:36:29.911874,This is a post about technology
user_7,post_6606,seen,2023-07-29 00:36:30.083462,2023-11-20 00:36:29.974250,This is a post about science
user_7,post_2130,comment,2024-01-12 00:36:30.083462,2023-11-21 00:36:29.920081,This is a post about politics
user_7,post_318,like,2023-10-29 00:36:30.083462,2023-10-03 00:36:29.905869,This is a post about science
user_482,post_318,seen,2024-02-22 00:36:30.158871,2023-10-03 00:36:29.905869,This is a post about science
user_7,post_7768,seen,2024-06-12 00:36:30.084462,2024-03-09 00:36:29.983256,This is a post about politics
user_119,post_7768,share,2024-04-10 00:36:30.100995,2024-03-09 00:36:29.983256,This is a post about politics
user_7,post_2637,like,2024-02-23 00:36:30.084462,2023-09-20 00:36:29.928335,This is a post about sports
user_168,post_2637,share,2024-01-29 00:36:30.109001,2023-09-20 00:36:29.928335,This is a post about sports
user_7,post_372,seen,2023-10-12 00:36:30.084462,2023-10-05 00:36:29.906870,This is a post about politics
user_514,post_372,like,2024-01-12 00:36:30.162874,2023-10-05 00:36:29.906870,This is a post about politics
user_7,post_8741,share,2024-06-02 00:36:30.084462,2024-05-03 00:36:30.003122,This is a post about entertainment
user_7,post_3199,comment,2024-03-25 00:36:30.084462,2024-05-15 00:36:29.934339,This is a post about sports
user_117,post_3199,like,2023-07-18 00:36:30.100995,2024-05-15 00:36:29.934339,This is a post about sports
user_935,post_3199,seen,2023-12-20 00:36:30.213489,2024-05-15 00:36:29.934339,This is a post about sports
user_7,post_7436,comment,2024-05-22 00:36:30.084462,2024-01-30 00:36:29.980253,This is a post about science
user_658,post_7436,share,2023-08-31 00:36:30.178523,2024-01-30 00:36:29.980253,This is a post about science
user_7,post_2173,share,2024-01-05 00:36:30.084462,2023-12-29 00:36:29.920081,This is a post about politics
user_7,post_2805,comment,2024-01-12 00:36:30.084462,2024-04-29 00:36:29.930338,This is a post about sports
user_253,post_2805,comment,2023-11-08 00:36:30.121513,2024-04-29 00:36:29.930338,This is a post about sports
user_7,post_6575,like,2023-11-10 00:36:30.084462,2024-05-14 00:36:29.973249,This is a post about entertainment
user_497,post_6575,seen,2024-03-10 00:36:30.160872,2024-05-14 00:36:29.973249,This is a post about entertainment
user_525,post_6575,share,2024-02-27 00:36:30.165355,2024-05-14 00:36:29.973249,This is a post about entertainment
user_7,post_8924,like,2023-11-12 00:36:30.084462,2024-02-02 00:36:30.005121,This is a post about technology
user_102,post_8924,seen,2024-01-08 00:36:30.097993,2024-02-02 00:36:30.005121,This is a post about technology
user_7,post_174,comment,2024-04-13 00:36:30.084462,2024-04-19 00:36:29.904869,This is a post about technology
user_887,post_174,comment,2024-05-11 00:36:30.208484,2024-04-19 00:36:29.904869,This is a post about technology
user_7,post_1665,like,2023-09-02 00:36:30.084462,2023-10-11 00:36:29.916079,This is a post about science
user_34,post_1665,comment,2024-06-09 00:36:30.088583,2023-10-11 00:36:29.916079,This is a post about science
user_450,post_1665,share,2023-08-02 00:36:30.153869,2023-10-11 00:36:29.916079,This is a post about science
user_7,post_2676,like,2023-12-25 00:36:30.084462,2024-04-03 00:36:29.928335,This is a post about sports
user_111,post_2676,comment,2023-09-24 00:36:30.099995,2024-04-03 00:36:29.928335,This is a post about sports
user_221,post_2676,share,2024-03-13 00:36:30.116510,2024-04-03 00:36:29.928335,This is a post about sports
user_243,post_2676,comment,2024-03-30 00:36:30.119512,2024-04-03 00:36:29.928335,This is a post about sports
user_7,post_1845,comment,2023-12-03 00:36:30.084462,2023-07-25 00:36:29.918080,This is a post about entertainment
user_120,post_1845,share,2023-10-05 00:36:30.100995,2023-07-25 00:36:29.918080,This is a post about entertainment
user_7,post_3898,share,2024-04-30 00:36:30.084462,2024-03-03 00:36:29.946631,This is a post about entertainment
user_8,post_8122,share,2023-12-27 00:36:30.084462,2024-03-16 00:36:29.986258,This is a post about politics
user_8,post_1986,comment,2024-03-17 00:36:30.084462,2023-11-08 00:36:29.919080,This is a post about technology
user_379,post_1986,share,2023-10-14 00:36:30.143862,2023-11-08 00:36:29.919080,This is a post about technology
user_430,post_1986,seen,2023-11-28 00:36:30.150867,2023-11-08 00:36:29.919080,This is a post about technology
user_659,post_1986,share,2024-01-11 00:36:30.178523,2023-11-08 00:36:29.919080,This is a post about technology
user_8,post_7331,like,2023-07-31 00:36:30.084462,2024-04-24 00:36:29.979253,This is a post about technology
user_55,post_7331,share,2023-10-05 00:36:30.091990,2024-04-24 00:36:29.979253,This is a post about technology
user_791,post_7331,seen,2023-10-26 00:36:30.193669,2024-04-24 00:36:29.979253,This is a post about technology
user_8,post_8932,share,2024-01-31 00:36:30.084462,2023-11-11 00:36:30.005121,This is a post about technology
user_221,post_8932,like,2023-08-09 00:36:30.116510,2023-11-11 00:36:30.005121,This is a post about technology
user_8,post_4335,like,2024-04-11 00:36:30.084462,2024-05-16 00:36:29.952105,This is a post about politics
user_8,post_9483,share,2024-06-12 00:36:30.084462,2024-01-27 00:36:30.010124,This is a post about science
user_628,post_9483,share,2024-05-30 00:36:30.175521,2024-01-27 00:36:30.010124,This is a post about science
user_8,post_2307,seen,2024-02-07 00:36:30.084462,2023-09-22 00:36:29.922332,This is a post about entertainment
user_66,post_2307,seen,2023-12-08 00:36:30.093990,2023-09-22 00:36:29.922332,This is a post about entertainment
user_111,post_2307,share,2023-12-24 00:36:30.099995,2023-09-22 00:36:29.922332,This is a post about entertainment
user_318,post_2307,comment,2024-02-06 00:36:30.132522,2023-09-22 00:36:29.922332,This is a post about entertainment
user_8,post_8360,like,2024-05-19 00:36:30.084462,2023-11-09 00:36:29.988260,This is a post about sports
user_697,post_8360,seen,2024-05-09 00:36:30.182525,2023-11-09 00:36:29.988260,This is a post about sports
user_8,post_7064,share,2024-02-12 00:36:30.084462,2023-07-10 00:36:29.978253,This is a post about technology
user_8,post_866,comment,2023-11-18 00:36:30.084462,2024-02-01 00:36:29.910873,This is a post about sports
user_648,post_866,like,2023-11-27 00:36:30.177521,2024-02-01 00:36:29.910873,This is a post about sports
user_8,post_3356,share,2024-05-15 00:36:30.084462,2023-12-28 00:36:29.936340,This is a post about politics
user_8,post_6526,seen,2023-10-07 00:36:30.084462,2024-05-31 00:36:29.973249,This is a post about science
user_413,post_6526,share,2023-10-09 00:36:30.148865,2024-05-31 00:36:29.973249,This is a post about science
user_554,post_6526,seen,2023-09-06 00:36:30.167513,2024-05-31 00:36:29.973249,This is a post about science
user_707,post_6526,comment,2024-02-27 00:36:30.183526,2024-05-31 00:36:29.973249,This is a post about science
user_8,post_1774,comment,2023-11-12 00:36:30.084462,2023-11-09 00:36:29.917079,This is a post about sports
user_8,post_8186,comment,2024-04-02 00:36:30.084462,2024-03-18 00:36:29.986258,This is a post about technology
user_43,post_8186,share,2024-04-13 00:36:30.089953,2024-03-18 00:36:29.986258,This is a post about technology
user_456,post_8186,seen,2024-05-24 00:36:30.154869,2024-03-18 00:36:29.986258,This is a post about technology
user_8,post_1231,like,2024-04-15 00:36:30.084462,2024-06-22 00:36:29.913076,This is a post about technology
user_935,post_1231,seen,2024-06-14 00:36:30.213489,2024-06-22 00:36:29.913076,This is a post about technology
user_964,post_1231,share,2024-01-12 00:36:30.217714,2024-06-22 00:36:29.913076,This is a post about technology
user_9,post_8053,comment,2024-05-15 00:36:30.084462,2024-01-17 00:36:29.985258,This is a post about sports
user_9,post_3168,share,2023-10-15 00:36:30.084462,2024-02-06 00:36:29.934339,This is a post about science
user_9,post_6879,comment,2023-09-17 00:36:30.084462,2023-07-21 00:36:29.976252,This is a post about politics
user_366,post_6879,seen,2024-02-13 00:36:30.140859,2023-07-21 00:36:29.976252,This is a post about politics
user_670,post_6879,seen,2023-11-02 00:36:30.179524,2023-07-21 00:36:29.976252,This is a post about politics
user_10,post_5572,seen,2023-07-21 00:36:30.084462,2023-08-02 00:36:29.964245,This is a post about politics
user_477,post_5572,share,2024-06-10 00:36:30.157871,2023-08-02 00:36:29.964245,This is a post about politics
user_10,post_9936,seen,2024-03-09 00:36:30.084462,2024-04-10 00:36:30.014298,This is a post about entertainment
user_636,post_9936,like,2023-10-08 00:36:30.176521,2024-04-10 00:36:30.014298,This is a post about entertainment
user_10,post_6979,comment,2023-10-04 00:36:30.084462,2023-11-15 00:36:29.977252,This is a post about technology
user_349,post_6979,seen,2024-01-10 00:36:30.138747,2023-11-15 00:36:29.977252,This is a post about technology
user_847,post_6979,like,2024-05-21 00:36:30.201481,2023-11-15 00:36:29.977252,This is a post about technology
user_10,post_3981,like,2023-10-17 00:36:30.084462,2023-07-14 00:36:29.948100,This is a post about science
user_475,post_3981,share,2024-01-28 00:36:30.157871,2023-07-14 00:36:29.948100,This is a post about science
user_10,post_477,share,2024-03-11 00:36:30.084462,2024-03-26 00:36:29.906870,This is a post about politics
user_83,post_477,share,2024-03-02 00:36:30.095991,2024-03-26 00:36:29.906870,This is a post about politics
user_641,post_477,seen,2024-03-03 00:36:30.177521,2024-03-26 00:36:29.906870,This is a post about politics
user_10,post_9378,seen,2024-06-25 00:36:30.084462,2024-03-14 00:36:30.009119,This is a post about entertainment
user_184,post_9378,like,2023-09-11 00:36:30.111002,2024-03-14 00:36:30.009119,This is a post about entertainment
user_760,post_9378,comment,2023-09-20 00:36:30.189663,2024-03-14 00:36:30.009119,This is a post about entertainment
user_10,post_8074,seen,2023-12-13 00:36:30.084462,2024-06-28 00:36:29.985258,This is a post about technology
user_834,post_8074,share,2024-06-17 00:36:30.200481,2024-06-28 00:36:29.985258,This is a post about technology
user_10,post_1949,seen,2023-11-05 00:36:30.084462,2024-05-15 00:36:29.919080,This is a post about sports
user_10,post_1000,seen,2023-10-26 00:36:30.084462,2023-12-02 00:36:29.912075,This is a post about politics
user_753,post_1000,like,2023-12-21 00:36:30.188528,2023-12-02 00:36:29.912075,This is a post about politics
user_10,post_3865,seen,2023-10-15 00:36:30.084462,2024-02-20 00:36:29.942427,This is a post about technology
user_131,post_3865,comment,2023-08-16 00:36:30.102996,2024-02-20 00:36:29.942427,This is a post about technology
user_10,post_2400,like,2024-01-02 00:36:30.084462,2023-10-06 00:36:29.925334,This is a post about technology
user_10,post_36,seen,2023-10-04 00:36:30.084462,2024-02-15 00:36:29.902866,This is a post about technology
user_442,post_36,share,2024-01-29 00:36:30.152868,2024-02-15 00:36:29.902866,This is a post about technology
user_10,post_2800,comment,2024-03-14 00:36:30.084462,2023-12-27 00:36:29.930338,This is a post about entertainment
user_123,post_2800,like,2024-06-06 00:36:30.101996,2023-12-27 00:36:29.930338,This is a post about entertainment
user_328,post_2800,like,2023-12-14 00:36:30.134524,2023-12-27 00:36:29.930338,This is a post about entertainment
user_10,post_5722,share,2023-07-27 00:36:30.084462,2024-03-25 00:36:29.966244,This is a post about technology
user_393,post_5722,share,2023-09-18 00:36:30.145864,2024-03-25 00:36:29.966244,This is a post about technology
user_10,post_2608,like,2023-12-18 00:36:30.084462,2024-04-17 00:36:29.928335,This is a post about sports
user_314,post_2608,seen,2023-12-15 00:36:30.132522,2024-04-17 00:36:29.928335,This is a post about sports
user_413,post_2608,like,2024-05-25 00:36:30.148865,2024-04-17 00:36:29.928335,This is a post about sports
user_10,post_5997,like,2024-01-17 00:36:30.084462,2023-07-26 00:36:29.968246,This is a post about entertainment
user_79,post_5997,like,2023-11-27 00:36:30.094991,2023-07-26 00:36:29.968246,This is a post about entertainment
user_11,post_7328,like,2023-07-21 00:36:30.084462,2023-10-12 00:36:29.979253,This is a post about technology
user_11,post_4340,seen,2023-09-19 00:36:30.084462,2023-07-16 00:36:29.952105,This is a post about technology
user_11,post_2463,like,2023-10-13 00:36:30.084462,2023-10-21 00:36:29.926334,This is a post about entertainment
user_574,post_2463,seen,2023-12-17 00:36:30.169514,2023-10-21 00:36:29.926334,This is a post about entertainment
user_11,post_2854,like,2023-09-18 00:36:30.084462,2024-03-17 00:36:29.930338,This is a post about science
user_40,post_2854,share,2023-11-26 00:36:30.089433,2024-03-17 00:36:29.930338,This is a post about science
user_485,post_2854,share,2024-04-29 00:36:30.158871,2024-03-17 00:36:29.930338,This is a post about science
user_11,post_2273,share,2023-09-20 00:36:30.084462,2023-10-15 00:36:29.922332,This is a post about sports
user_713,post_2273,comment,2024-05-26 00:36:30.183526,2023-10-15 00:36:29.922332,This is a post about sports
user_11,post_6519,seen,2023-09-06 00:36:30.084462,2023-07-13 00:36:29.973249,This is a post about entertainment
user_458,post_6519,comment,2024-06-20 00:36:30.155870,2023-07-13 00:36:29.973249,This is a post about entertainment
user_11,post_646,share,2024-03-08 00:36:30.084462,2024-02-17 00:36:29.908871,This is a post about sports
user_986,post_646,like,2024-05-27 00:36:30.220716,2024-02-17 00:36:29.908871,This is a post about sports
user_11,post_7044,share,2023-10-01 00:36:30.084462,2023-09-08 00:36:29.978253,This is a post about entertainment
user_91,post_7044,seen,2023-07-23 00:36:30.096992,2023-09-08 00:36:29.978253,This is a post about entertainment
user_771,post_7044,comment,2024-01-22 00:36:30.190667,2023-09-08 00:36:29.978253,This is a post about entertainment
user_11,post_264,comment,2024-05-03 00:36:30.084462,2023-07-28 00:36:29.905869,This is a post about science
user_207,post_264,seen,2023-10-20 00:36:30.114125,2023-07-28 00:36:29.905869,This is a post about science
user_632,post_264,seen,2024-04-15 00:36:30.176521,2023-07-28 00:36:29.905869,This is a post about science
user_689,post_264,comment,2024-01-03 00:36:30.181524,2023-07-28 00:36:29.905869,This is a post about science
user_855,post_264,seen,2023-12-09 00:36:30.203484,2023-07-28 00:36:29.905869,This is a post about science
user_11,post_619,share,2024-06-19 00:36:30.084462,2024-03-01 00:36:29.908871,This is a post about technology
user_11,post_9915,comment,2023-08-02 00:36:30.084462,2024-02-08 00:36:30.014298,This is a post about technology
user_11,post_8884,seen,2023-09-04 00:36:30.084462,2023-12-02 00:36:30.004122,This is a post about sports
user_862,post_8884,comment,2024-04-03 00:36:30.204485,2023-12-02 00:36:30.004122,This is a post about sports
user_11,post_4108,share,2023-08-10 00:36:30.084462,2023-08-27 00:36:29.950103,This is a post about sports
user_11,post_2129,share,2023-08-31 00:36:30.084462,2024-02-01 00:36:29.920081,This is a post about technology
user_30,post_2129,comment,2024-02-13 00:36:30.087464,2024-02-01 00:36:29.920081,This is a post about technology
user_115,post_2129,like,2024-05-23 00:36:30.099995,2024-02-01 00:36:29.920081,This is a post about technology
user_11,post_5533,like,2023-08-10 00:36:30.084462,2024-02-14 00:36:29.964245,This is a post about science
user_499,post_5533,share,2023-12-09 00:36:30.161874,2024-02-14 00:36:29.964245,This is a post about science
user_11,post_1376,share,2024-01-11 00:36:30.084462,2024-01-21 00:36:29.914079,This is a post about entertainment
user_43,post_1376,comment,2023-10-19 00:36:30.089953,2024-01-21 00:36:29.914079,This is a post about entertainment
user_435,post_1376,seen,2024-02-02 00:36:30.151867,2024-01-21 00:36:29.914079,This is a post about entertainment
user_11,post_7403,seen,2024-06-18 00:36:30.084462,2023-07-27 00:36:29.980253,This is a post about sports
user_224,post_7403,share,2024-02-19 00:36:30.116510,2023-07-27 00:36:29.980253,This is a post about sports
user_981,post_7403,seen,2023-07-18 00:36:30.220716,2023-07-27 00:36:29.980253,This is a post about sports
user_11,post_7231,like,2024-01-06 00:36:30.084462,2024-03-25 00:36:29.979253,This is a post about technology
user_490,post_7231,like,2024-05-18 00:36:30.159872,2024-03-25 00:36:29.979253,This is a post about technology
